EM,F1,Precision,Recall,COUNT,Bins
0.5335403726708075,0.7910493712088615,0.8552571639209351,0.8186896986888934,1610,"(30.0, 804.0]"
0.6311111111111111,0.8100527599784555,0.8647330911647896,0.8088241286060048,1575,"(804.0, 1103.0]"
0.5239616613418531,0.7554101534227077,0.8039869646526536,0.776730386877207,1565,"(1103.0, 1518.0]"
0.4360759493670886,0.7202307903531051,0.8115358787802047,0.7341704163107454,1580,"(1518.0, 5747.0]"
